Reference,Value,Quantity
"10F,11E,11F,11L,14H,16L",74LS245,6
"6D,6E,7D,8D,8E",74LS153,5
"14K,15K,3L,5C",74LS244,4
"16H,2A,8L,9D",74LS74,4
"7A,7B,8B",7407,3
"4F,6A,9C",74LS273,3
"14E,15E,7L",74LS374,3
"7C,8C",74LS191,2
"1B,2B",74LS194,2
"6K,6L",74LS257,2
10C,74LS02,1
9K,74LS08,1
7K,74LS139,1
10K,74LS14,1
2F,74LS174,1
12E,74LS20,1
14F,74LS259,1
13E,74LS32,1
1F,74LS86,1
8A,74S260,1
10D,74S74,1
