Reference,Value,Quantity
"6D,8E",74LS153,2
"14K,5C",74LS244,2
"3F,4F",74LS273,2
8B,7407,1
10C,74LS02,1
3K,74LS08,1
2F,74LS174,1
6A,74LS245,1
14F,74LS259,1
13F,74LS32,1
8A,74S260,1
10D,74S74,1
16D,LM324,1
