Reference,Value,Quantity
"N5,N6,P5,P6,R5,R6",74LS163,6
"A6,B2,C2,C5,N3",7408,5
"E2,H2,K2",9322,3
"A5,L9",7414,2
M2,006400,1
R4,033281,1
K6,033282,1
C1,033453,1
E1,033455,1
P2,7402,1
R7,7410,1
