Reference,Value,Quantity
"D6,D7,E6,H6,K2",74LS175,5
"E2,H2",74LS244,2
"F4,H4",74LS393,2
K6,74LS02,1
J3,74LS04,1
F7,74LS14,1
F6,74LS157,1
J4,74LS161,1
J8,74LS194,1
H3,74LS20,1
F2,74LS245,1
J6,74LS32,1
J2,74LS374,1
H7,74LS42,1
K3,74LS74,1
E7,74S00,1
F3,74S04,1
J5,74S260,1
