Reference,Value,Quantity
"2H,9A,9B",74LS374,3
"10A,5K,5L",74S157,3
"13K,13L",74LS174,2
"3H,3L",74LS257,2
"9C,9D",74LS85,2
"7L,8R",74S08,2
12E,74153,1
8N,74LS00,1
8M,74LS04,1
3B,74LS08,1
2L,74LS157,1
1B,74LS244,1
4P,74LS27,1
8P,74LS74,1
12P,74S00,1
5R,74S04,1
