Reference,Value,Quantity
"10D,11F,11H,4K,5B,5C,9L",74LS174,7
"10B,2E,5A,5N",74LS74,4
"4H,8C,9C",74LS157,3
"11B,1B",74107,2
"11C,9K",7497,2
"11K,2H",74LS139,2
"12C,9H",74LS161,2
"3H,5H",74LS175,2
"13F,9B",74LS20,2
"5F,6H",74LS245,2
"10E,9E",74LS257,2
"7L,7M",74LS273,2
"4B,8F",74LS367,2
"4C,4M",74LS373,2
"10N,9N",74LS85,2
"7C,7N",74S04,2
8K,4066,1
8M,74LS04,1
6L,74LS109,1
5K,74LS244,1
8E,74LS259,1
7D,74LS32,1
12D,74LS393,1
12F,74LS86,1
8B,74S00,1
