Reference,Value,Quantity
"B4,B5",74LS139,2
"C1,D1",74LS161,2
"A3,H4",74LS174,2
"E3,H3",74LS244,2
"B1,F3",74LS374,2
"C6,D5",74LS74,2
E6,4584B,1
A2,74109,1
D4,74LS00,1
J4,74LS02,1
C5,74LS10,1
F4,74LS14,1
D6,74LS157,1
J3,74LS175,1
A4,74LS191,1
C4,74LS32,1
E4,74S08,1
