Reference,Value,Quantity
"F1,H1,J1,K1,L1,M1",82S129,6
"D2,F2,H2,K2",137004-001,4
"D1,E1,F4,F5",74LS161,4
"H4,H5",74LS164,2
"C5,J5",74LS74,2
"J3,L4",CD4066,2
"K5,M5",LM324,2
F3,555,1
B4,74109,1
D3,74LS00,1
D4,74LS02,1
E4,74LS04,1
C3,74LS139,1
J4,74LS20,1
M2,74LS273,1
C4,74LS32,1
C1,74LS374,1
E3,74S03,1
D5,74S08,1
E5,74S86,1
B1,82S123,1
B2,C012294-01,1
