Reference,Value,Quantity
"10C,10P,12B,5M,5N,6M,6P,6R,7N",74LS157,9
"12A,4R,5E,7J,7K,9B",74LS273,6
"1C,1D,1F,3P",74LS244,4
"10K,10L,9M,9N",74LS257,4
"10D,10R,3H,8H",74LS74,4
"4F,7F,9D",74LS32,3
"3E,4H",74LS139,2
"2N,8E",74LS175,2
"8N,9P",74LS191,2
"1B,3F",74LS42,2
"6H,6J",74LS83,2
"6N,7P",74LS86,2
12D,7407,1
7H,74109,1
10E,74LS00,1
5H,74LS08,1
8F,74LS14,1
3M,74LS153,1
5L,74LS166,1
6L,74LS174,1
6K,74LS20,1
4E,74LS245,1
12E,74LS259,1
4P,74LS373,1
3N,74LS374,1
6C,74S04,1
