Reference,Value,Quantity
"10H,2E,3C,8F",74LS153,4
"12F,13K,16K,2K",74LS245,4
"14K,15K,2M",74LS244,3
"15C,1B,1K",74LS74,3
"10C,12C",7407,2
"16D,6B",74LS08,2
"3B,4F",74LS32,2
5K,74LS174,1
2B,74LS194,1
7M,74LS257,1
15H,74LS259,1
7K,74LS273,1
16F,74LS374,1
2A,74S02,1
12E,74S151,1
7D,74S175,1
8A,74S74,1
