Reference,Value,Quantity
"A4,J4",74LS00,2
"C5,D3",74LS02,2
"C1,D1",74LS161,2
"E4,F4",74LS164,2
"A3,B3",74LS191,2
C3,74109,1
D5,74LS04,1
F3,74LS08,1
E3,74LS273,1
C4,74LS32,1
B1,74LS374,1
D4,74LS74,1
K3,74S08,1
